"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"BDGE","Bridge Bancorp, Inc.","21.2","186648319.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bdge",
"BBNK","Bridge Capital Holdings","15.14","238326249.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbnk",
"BLIN          ","Bridgeline Digital, Inc.","1.39","21312547.52","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/blin          ",
"BRID","Bridgford Foods Corporation","7.87","72067077.43","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/brid",
"BCOV","Brightcove Inc.","6.25","175132168.75","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/bcov",
"BRCM","Broadcom Corporation","33.8","19232200000","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/brcm",
"BSFT","BroadSoft, Inc.","27.2","761133220.8","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bsft",
"BVSN","BroadVision, Inc.","11","51380263","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bvsn",
"BYFC","Broadway Financial Corporation","0.85","1580958.35","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/byfc",
"BWEN","Broadwind Energy, Inc.","4.31","61192483.52","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/bwen",
"BRCD","Brocade Communications Systems, Inc.","6","2706348120","n/a","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/brcd",
"BRKL","Brookline Bancorp, Inc.","9.24","650225378.88","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/brkl",
"BRKS","Brooks Automation, Inc.","10.15","673406175.4","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/brks",
"BRKR","Bruker Corporation","18.52","3079763009.48","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/brkr",
"BMTC","Bryn Mawr Bank Corporation","23.09","309390137.17","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","13.65","125209539","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/blmt",
"BSDM","BSD Medical Corporation","1.42","42249531.22","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/bsdm",
"BSQR","BSQUARE Corporation","2.85","31649207.25","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bsqr",
"BTUI","BTU International, Inc.","2.7152","25837753.5984","n/a","1989","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/btui",
"BWLD","Buffalo Wild Wings, Inc.","84.5","1571638822","n/a","2003","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bwld",
"BLDR","Builders FirstSource, Inc.","6.06","587070038.64","n/a","2005","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/bldr",
"BUR","Burcon Nutrascience Corp","3.15","99617782.95","n/a","1992","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/bur",
"CFFI","C&F Financial Corporation","39.87","130284674.19","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","57","9180074694","n/a","1997","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/chrw",
"CA","CA Inc.","25.1","11443684167.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ca",
"CCMP","Cabot Microelectronics Corporation","35.46","827422966.26","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/ccmp",
"CACH","Cache, Inc.","3.85","49860618.5","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cach",
"CDNS","Cadence Design Systems, Inc.","14.58","4107298543.02","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cdns",
"CADX","Cadence Pharmaceuticals, Inc.","5.34","457470687.12","n/a","1985","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cadx",
"CDZI","Cadiz, Inc.","6.65","102669090.65","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cdzi",
"CZR","Caesars Entertainment Corporation","13.9","1741839538.3","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/czr",
"CSTE","CaesarStone Sdot-Yam Ltd.","22.47","772187167.5","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cste",
"PRSS","CafePress Inc.","7.16","122517230.2","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prss",
"CLMS","Calamos Asset Management, Inc.","11.6","236478934","n/a","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/clms",
"CHY","Calamos Convertible and High Income Fund","12.65","912677044.95","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","12.47","842317736.51","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/chi",
"CHW","Calamos Global Dynamic Income Fund","8.96","528702648.32","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","14.86","124127600.96","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","10.5232","1625981724.8","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","10.95","383379801.3","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","28.24","419280211.92","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cvgw",
"CFNB","California First National Bancorp","16","167155632","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnb",
"CALD","Callidus Software, Inc.","4.75","171899759.25","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/cald",
"CALM","Cal-Maine Foods, Inc.","41.21","990498792.79","n/a","1996","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","39.4","2493223253.2","n/a","1996","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/clmt",
"ABCD","Cambium Learning Group, Inc.","1.11","53605289.94","n/a","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/abcd",
"CAFI","Camco Financial Corporation","3.6","47638929.6","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cafi",
"CAC","Camden National Corporation","34.68","264264096.96","n/a","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","1.42","42199508.88","n/a","2000","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/camt",
"CSIQ","Canadian Solar Inc.","3.15","136312082.55","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/csiq",
"CPHC","Canterbury Park Holding Corporation","10.28","42623974.28","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/cphc",
"CBNJ","Cape Bancorp, Inc.","9.31","124173065.31","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbnj",
"CPLA","Capella Education Company","31.66","392357947.6","n/a","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cpla",
"CBF","Capital Bank Financial Corp.","18.09","1010220818.22","n/a","1970","Finance","Major Banks","http://www.nasdaq.com/symbol/cbf",
"SCMFO","Capital Bank Financial Corp.","10.11","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/scmfo",
"CCBG","Capital City Bank Group","12.2","211215794","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","7.8","541102200.6","n/a","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","122.35","464978083.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cswc",
"CFFN","Capitol Federal Financial, Inc.","11.96","1819413289.72","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cffn",
"CPST","Capstone Turbine Corporation","0.9765","297409019.292","n/a","1986","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cpst",
"CARB","Carbonite, Inc.","10.41","269760357.39","n/a","1992","Technology","EDP Services","http://www.nasdaq.com/symbol/carb",
"CRDC","Cardica, Inc.","1.21","44726446.05","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/crdc",
"CFNL","Cardinal Financial Corporation","17.8","538141276.8","n/a","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnl",
"CRME","Cardiome Pharma Corporation","0.4057","25296081.0387","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crme",
"BEAT","CardioNet, Inc.","2.5","63038415","n/a","2008","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/beat",
"CSII","Cardiovascular Systems, Inc.","19.23","398267030.22","n/a","1981","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/csii",
"CATM","Cardtronics, Inc.","26.91","1205810808.93","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/catm",
"CECO","Career Education Corporation","2.65","177825191.9","n/a","1998","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceco",
"CKEC","Carmike Cinemas, Inc.","15.5","275666709.5","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/ckec",
"CLBH","Carolina Bank Holdings Inc.","10.99","37223624.55","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/clbh",
"CART","Carolina Trust Bank","3.1","14366212.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cart",
"CRZO","Carrizo Oil & Gas, Inc.","25.12","1006934044.48","n/a","1997","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crzo",
"CRRB","Carrollton Bancorp","5.41","13954489.08","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/crrb",
"TAST","Carrols Restaurant Group, Inc.","5.38","127425730.4","n/a","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tast",
"CARV","Carver Bancorp, Inc.","4.8178","17803312.696","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/carv",
"CASM","CAS Medical Systems, Inc.","2","27362384","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/casm",
"CACB","Cascade Bancorp","6.24","295195979.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cacb",
"CSCD","Cascade Microtech, Inc.","7.38","105058115.46","n/a","2004","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cscd",
"CWST","Casella Waste Systems, Inc.","4.3","166228694.8","n/a","1997","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","57.4","2198879601.8","n/a","1983","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/casy",
"CASS","Cass Information Systems, Inc","42.68","489944931.96","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cass",
"CPRX","Catalyst Pharmaceutical Partners, Inc.","0.5241","21708582.0567","n/a","2006","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cprx",
"CTRX","Catamaran Corporation","55","11300478805","n/a","2004","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ctrx",
"CATY","Cathay General Bancorp","20.08","1582012277.76","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caty",
"CVCO","Cavco Industries, Inc.","48.39","337179294.06","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/cvco",
"CAVM","Cavium, Inc.","38.28","1926058200","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/cavm",
"CBEY","Cbeyond, Inc.","7.12","215941967.36","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cbey",
"CBOE","CBOE Holdings, Inc.","35.89","3132178980.15","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cboe",
"CECE","CECO Environmental Corp.","12.62","185660164.84","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cece",
"CELG","Celgene Corporation","111.92","46865878508.24","n/a","1987","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","7.2","0","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celgz",
"CTIC","Cell Therapeutics, Inc.","1.29","141004389.12","n/a","1997","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctic",
"CLDX","Celldex Therapeutics, Inc.","11.89","958325902.91","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/cldx",
"CLSN","Celsion Corporation","1.15","40264862.6","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsn",
"CEMP","Cempra, Inc.","6.73","167602399.02","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemp",
"CNBC","Center Bancorp, Inc.","12.82","209569668.16","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cnbc",
"CSFL","CenterState Banks, Inc.","8.68","261229113.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/csfl",
"CEDC","Central European Distribution Corporation","0.45","36792743.4","n/a","1998","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cedc",
"CETV","Central European Media Enterprises Ltd.","4.94","381294537.26","n/a","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cetv",
"CFBK","Central Federal Corporation","1.58","25003041.8","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cfbk",
"CENT","Central Garden & Pet Company","8.83","432258098.16","n/a","1993","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","8.96","314081429.76","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/centa",
"CVCY","Central Valley Community Bancorp","8.68","83317983.28","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvcy",
"CENX","Century Aluminum Company","8.43","745940731.35","n/a","1996","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","34.28","190247452.52","n/a","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","3.07","74040301.34","n/a","1977","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cnty",
"CPHD","CEPHEID","38.18","2531427235.56","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cphd",
"CRNT","Ceragon Networks Ltd.","4.64","163642940","n/a","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/crnt",
"CERE","Ceres, Inc.","3.44","85318831.84","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cere",
"CERN","Cerner Corporation","92.78","15977433838.86","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/cern",
"CERS","Cerus Corporation","4.26","236332020","n/a","1997","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cers",
"CEVA","CEVA, Inc.","15.59","349508936.1","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ceva",
"CITZ","CFS Bancorp, Inc.","7.86","85624458.42","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/citz",
"CYOU","Changyou.com Limited","30","1575348750","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyou",
"HOTR","Chanticleer Holdings, Inc.","2.1899","8100212.3504","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hotr",
"HOTRW","Chanticleer Holdings, Inc.","0.35","0","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hotrw",
"CTHR","Charles & Colvard Ltd","3.575","70245353.75","n/a","1980","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cthr",
"CHRM","Charm Communications Inc.","5.13","199983241.44","n/a","2010","Technology","Advertising","http://www.nasdaq.com/symbol/chrm",
"CACG","Chart Acquisition Corp.","n/a","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cacg",
"CACGU","Chart Acquisition Corp.","10.11","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cacgu",
"CACGW","Chart Acquisition Corp.","0.49","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cacgw",
"GTLS","Chart Industries, Inc.","81.67","2451350122.69","n/a","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","88.95","8999856127.95","n/a","1999","Consumer Services","Television Services","http://www.nasdaq.com/symbol/chtr",
"CHFN","Charter Financial Corp.","12.48","228103699.2","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chfn",
"CHKP","Check Point Software Technologies Ltd.","50.93","10557274708.86","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chkp",
"CHTP","Chelsea Therapeutics International, Ltd.","1.88","126102464.52","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/chtp",
"CEMI","Chembio Diagnostics, Inc.","5.52","44635349.28","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemi",
"CHFC","Chemical Financial Corporation","25.15","691867068.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","14.04","509165092.8","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","31.5","144045562.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chmg",
"CHKE","Cherokee Inc.","13.88","116594317.96","n/a","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/chke",
"CHEV","Cheviot Financial Corp","11.01","83637872.37","n/a","2004","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chev",
"CBNK","Chicopee Bancorp, Inc.","16.55","90047888","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cbnk",
"CADC","China Advanced Construction Materials Group, Inc.","0.45","8027758.8","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cadc",
"CALI","China Auto Logistics Inc.","5.21","19247792.74","n/a","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/cali",
"CAAS","China Automotive Systems, Inc.","4.78","134045630.82","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/caas",
"CBAK","China BAK Battery, Inc.","1.16","14638732.52","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cbak",
"CBPO","China Biologic Products, Inc.","25.3","672186212.5","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","2.91","59453738.58","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cccl",
"JRJC","China Finance Online Co. Limited","1.38","30618164.88","n/a","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/jrjc",
"CHOP","China Gerui Advanced Materials Group Limited","2.57","148349986.1","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/chop",
"HGSH","China HGS Real Estate, Inc.","5.1","229755000","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/hgsh",
"CHLN","China Housing & Land Development, Inc.","1.34","47016042.66","n/a","1984","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/chln",
"CNIT","China Information Technology, Inc.","1.23","33219357.84","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnit",
"CJJD","China Jo-Jo Drugstores, Inc.","0.8347","11359433.9694","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/cjjd",
"HTHT","China Lodging Group, Limited","17.16","1040772103.8","n/a","2010","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/htht",
"CMGE","China Mobile Games and Entertainment Group Limited","8.4","181637727.6","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cmge",
"CHNR","China Natural Resources, Inc.","5.25","130782309","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"CPSL","China Precision Steel, Inc.","1.5","5821299","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cpsl",
"CREG","China Recycling Energy Corporation","1.091","54794765.85","n/a","1996","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/creg",
"CPGI","China Shengda Packaging Group, Inc.","1.1713","45435676.9243","n/a","2010","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cpgi",
"CSUN","China Sunergy Co., Ltd.","1.69","25095301.79","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/csun",
"CNTF","China TechFaith Wireless Communication Technology Limited","1.2899","68278980.9854","n/a","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cntf",
"CXDC","China XD Plastics Company Limited","3.93","186925623.96","n/a","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cxdc",
"CNYD","China Yida Holding, Co.","3.92","15344279.44","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cnyd",
"CCIH","ChinaCache International Holdings Ltd.","4.01","91431488.7","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/ccih",
"CEDU","ChinaEdu Corporation","7.3","130925448.9","n/a","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cedu",
"CNET","ChinaNet Online Holdings, Inc.","0.8","17749232","n/a","1996","Technology","Advertising","http://www.nasdaq.com/symbol/cnet",
"CHDX","Chindex International, Inc.","11.04","188168497.92","n/a","1994","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/chdx",
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","10.32","348654935.76","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CHSCP","CHS Inc","32.58","235626965.64","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","65.49","1153323367.71","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","30.38","483601812.26","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/chuy",
"CHYR","Chyron Corporation","0.98","17025922.2","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/chyr",
"CIEN","CIENA Corporation","17.27","1753201249.58","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cien",
"DFR","CIFC Corp.","8.62","178484711.46","n/a","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dfr",
"CIMT","Cimatron, Limited","8.36","78090693.12","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/cimt",
"CINF","Cincinnati Financial Corporation","46.53","7594952682.24","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Digital Cinema Corp","1.53","73960764.57","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","44.41","5475141163.43","n/a","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","23.373","1504563647.391","n/a","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CISAU","CIS Acquisition Ltd.","10.12","52887120","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cisau",
"CSCO","Cisco Systems, Inc.","21.88","116663588932","n/a","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","10.06","152306589.2","n/a","1995","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ctrn",
"CZNC","Citizens & Northern Corp","19.69","242808298.26","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","6.79","34935928.37","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","9.51","18723069.27","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","19.25","93582161.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cizn",
"CRBC","Citizens Republic Bancorp, Inc.","21.14","856162537.58","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/crbc",
"CTXS","Citrix Systems, Inc.","74.65","13915046282.75","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","38.47","570636397.01","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"CWEI","Clayton Williams Energy, Inc.","38.65","470159316.4","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cwei",
"CDTI","Clean Diesel Technologies, Inc.","2.39","17282842.85","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","14.08","1232706154.24","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLNT","Cleantech Solutions International, Inc.","3.86","11173101.96","n/a","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CLFD","Clearfield, Inc.","5.9","75844028","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","6.68","61412927.36","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/clro",
"CLIR","ClearSign Combustion Corporation","5.79","50847866.85","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clir",
"CLWR","Clearwire Corporation","3.24","4748852253.6","n/a","2007","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/clwr",
"CBLI","Cleveland BioLabs, Inc.","1.555","67541905.495","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CKSW","ClickSoftware Technologies Ltd.","9.06","285676794.3","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cksw",
"CSBK","Clifton Savings Bancorp, Inc.","11.75","307290288.75","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
